Repeatability,Strategy,NumQueries,numCache,numSeeds,ResponseTime,numMessages
Poisson,feedback,7000,30,100,52.16,46
Poisson,Master/slave,7000,30,150,70.29,30
Poisson,Voting,7000,30,150,33.12,90
Poisson,Multi-agent,7000,30,150,52.69,60
Poisson,Negotiation,7000,30,150,58.05,104
Poisson,feedback,7000,30,150,59.23,58
Poisson,Master/slave,10000,6,25,19.52,6
Poisson,Voting,10000,6,25,14.47,18
Poisson,Multi-agent,10000,6,25,14.52,12
Poisson,Negotiation,10000,6,25,14.91,19
Poisson,feedback,10000,6,25,14.80,12
Poisson,Master/slave,10000,6,50,19.41,6
Poisson,Voting,10000,6,50,14.04,18
Poisson,Multi-agent,10000,6,50,14.14,12
Poisson,Negotiation,10000,6,50,14.33,31
Poisson,feedback,10000,6,50,14.18,21
Poisson,Master/slave,10000,6,75,19.46,6
Poisson,Voting,10000,6,75,14.27,18
Poisson,Multi-agent,10000,6,75,14.36,12
Poisson,Negotiation,10000,6,75,14.86,38
Poisson,feedback,10000,6,75,14.72,37
Poisson,Master/slave,10000,6,100,19.51,6
Poisson,Voting,10000,6,100,14.37,18
Poisson,Multi-agent,10000,6,100,14.46,12
Poisson,Negotiation,10000,6,100,15.24,36
Poisson,feedback,10000,6,100,15.07,27
Poisson,Master/slave,10000,6,150,19.51,6
Poisson,Voting,10000,6,150,14.14,18
Poisson,Multi-agent,10000,6,150,14.20,12
Poisson,Negotiation,10000,6,150,14.77,43
Poisson,feedback,10000,6,150,14.51,39
Poisson,Master/slave,10000,12,25,38.54,12
Poisson,Voting,10000,12,25,20.41,36
Poisson,Multi-agent,10000,12,25,20.54,24
Poisson,Negotiation,10000,12,25,20.66,39
Poisson,feedback,10000,12,25,20.40,21
Poisson,Master/slave,10000,12,50,35.72,12
Poisson,Voting,10000,12,50,20.32,36
Poisson,Multi-agent,10000,12,50,20.51,24
Poisson,Negotiation,10000,12,50,21.51,50
Poisson,feedback,10000,12,50,21.34,34
Poisson,Master/slave,10000,12,75,35.21,12
Poisson,Voting,10000,12,75,20.41,36
Poisson,Multi-agent,10000,12,75,20.83,24
Poisson,Negotiation,10000,12,75,21.40,53
Poisson,feedback,10000,12,75,21.16,42
Poisson,Master/slave,10000,12,100,34.96,12
Poisson,Voting,10000,12,100,20.46,36
Poisson,Multi-agent,10000,12,100,20.92,24
Poisson,Negotiation,10000,12,100,22.07,60
Poisson,feedback,10000,12,100,22.02,54
Poisson,Master/slave,10000,12,150,35.16,12
Poisson,Voting,10000,12,150,20.46,36
Poisson,Multi-agent,10000,12,150,21.24,24
Poisson,Negotiation,10000,12,150,22.34,66
Poisson,feedback,10000,12,150,22.27,54
Poisson,Master/slave,10000,15,25,45.57,15
Poisson,Voting,10000,15,25,22.24,45
Poisson,Multi-agent,10000,15,25,22.64,30
Poisson,Negotiation,10000,15,25,22.72,45
Poisson,feedback,10000,15,25,22.59,22
Poisson,Master/slave,10000,15,50,40.81,15
Poisson,Voting,10000,15,50,22.42,45
Poisson,Multi-agent,10000,15,50,22.84,30
Poisson,Negotiation,10000,15,50,23.32,50
Poisson,feedback,10000,15,50,23.18,30
Poisson,Master/slave,10000,15,75,41.46,15
Poisson,Voting,10000,15,75,22.42,45
Poisson,Multi-agent,10000,15,75,23.05,30
Poisson,Negotiation,10000,15,75,23.77,61
Poisson,feedback,10000,15,75,23.52,37
Poisson,Master/slave,10000,15,100,42.63,15
Poisson,Voting,10000,15,100,22.61,45
Poisson,Multi-agent,10000,15,100,23.23,30
Poisson,Negotiation,10000,15,100,24.17,63
Poisson,feedback,10000,15,100,23.91,41
Poisson,Master/slave,10000,15,150,42.44,15
Poisson,Voting,10000,15,150,22.73,45
Poisson,Multi-agent,10000,15,150,23.74,30
Poisson,Negotiation,10000,15,150,24.97,62
Poisson,feedback,10000,15,150,24.89,42
Poisson,Master/slave,10000,20,25,40.78,20
Poisson,Voting,10000,20,25,26.50,60
Poisson,Multi-agent,10000,20,25,27.60,40
Poisson,Negotiation,10000,20,25,27.24,56
Poisson,feedback,10000,20,25,27.20,27
Poisson,Master/slave,10000,20,50,56.20,20
Poisson,Voting,10000,20,50,26.73,60
Poisson,Multi-agent,10000,20,50,28.40,40
Poisson,Negotiation,10000,20,50,28.22,68
Poisson,feedback,10000,20,50,27.88,34
Poisson,Master/slave,10000,20,75,57.59,20
Poisson,Voting,10000,20,75,26.66,60
Poisson,Multi-agent,10000,20,75,28.59,40
Poisson,Negotiation,10000,20,75,28.66,74
Poisson,feedback,10000,20,75,28.52,43
Poisson,Master/slave,10000,20,100,52.38,20
Poisson,Voting,10000,20,100,26.67,60
Poisson,Multi-agent,10000,20,100,29.00,40
Poisson,Negotiation,10000,20,100,29.60,74
Poisson,feedback,10000,20,100,29.89,44
Poisson,Master/slave,10000,20,150,55.25,20
Poisson,Voting,10000,20,150,27.07,60
Poisson,Multi-agent,10000,20,150,29.64,40
Poisson,Negotiation,10000,20,150,30.62,88
Poisson,feedback,10000,20,150,30.77,66
Poisson,Master/slave,10000,25,25,39.60,25
Poisson,Voting,10000,25,25,29.52,75
Poisson,Multi-agent,10000,25,25,30.71,50
Poisson,Negotiation,10000,25,25,30.13,77
Poisson,feedback,10000,25,25,30.43,34
Poisson,Master/slave,10000,25,50,86.86,25
Poisson,Voting,10000,25,50,29.54,75
Poisson,Multi-agent,10000,25,50,32.13,50
Poisson,Negotiation,10000,25,50,31.25,80
Poisson,feedback,10000,25,50,30.67,36
Poisson,Master/slave,10000,25,75,54.43,25
Poisson,Voting,10000,25,75,29.66,75
Poisson,Multi-agent,10000,25,75,33.62,50
Poisson,Negotiation,10000,25,75,33.38,81
Poisson,feedback,10000,25,75,34.77,43
Poisson,Master/slave,10000,25,100,76.79,25
Poisson,Voting,10000,25,100,29.59,75
Poisson,Multi-agent,10000,25,100,32.96,50
Poisson,Negotiation,10000,25,100,33.68,77
Poisson,feedback,10000,25,100,33.13,37
Poisson,Master/slave,10000,25,150,71.35,25
Poisson,Voting,10000,25,150,29.30,75
Poisson,Multi-agent,10000,25,150,33.81,50
Poisson,Negotiation,10000,25,150,34.80,103
Poisson,feedback,10000,25,150,35.54,64
Poisson,Master/slave,10000,30,25,48.57,30
Poisson,Voting,10000,30,25,32.34,90
Poisson,Multi-agent,10000,30,25,36.13,60
Poisson,Negotiation,10000,30,25,34.61,84
Poisson,feedback,10000,30,25,35.67,31
Poisson,Master/slave,10000,30,50,93.90,30
Poisson,Voting,10000,30,50,32.59,90
Poisson,Multi-agent,10000,30,50,37.82,60
Poisson,Negotiation,10000,30,50,37.35,89
Poisson,feedback,10000,30,50,37.23,36
Poisson,Master/slave,10000,30,75,83.39,30
Poisson,Voting,10000,30,75,32.61,90
Poisson,Multi-agent,10000,30,75,39.08,60
Poisson,Negotiation,10000,30,75,38.96,100
Poisson,feedback,10000,30,75,39.12,51
Poisson,Master/slave,10000,30,100,70.66,30
Poisson,Voting,10000,30,100,32.39,90
Poisson,Multi-agent,10000,30,100,41.97,60
Poisson,Negotiation,10000,30,100,42.53,107
Poisson,feedback,10000,30,100,46.34,60
Poisson,Master/slave,10000,30,150,70.13,30
Poisson,Voting,10000,30,150,32.72,90
Poisson,Multi-agent,10000,30,150,43.90,60
Poisson,Negotiation,10000,30,150,43.39,104
Poisson,feedback,10000,30,150,44.93,62
Poisson,Master/slave,15000,6,25,19.43,6
Poisson,Voting,15000,6,25,14.24,18
Poisson,Multi-agent,15000,6,25,14.25,12
Poisson,Negotiation,15000,6,25,14.73,21
Poisson,feedback,15000,6,25,14.73,18
Poisson,Master/slave,15000,6,50,19.50,6
Poisson,Voting,15000,6,50,14.21,18
Poisson,Multi-agent,15000,6,50,14.23,12
Poisson,Negotiation,15000,6,50,14.40,44
Poisson,feedback,15000,6,50,14.37,39
Poisson,Master/slave,15000,6,75,19.47,6
Poisson,Voting,15000,6,75,14.32,18
Poisson,Multi-agent,15000,6,75,14.35,12
Poisson,Negotiation,15000,6,75,15.00,30
Poisson,feedback,15000,6,75,14.91,24
Poisson,Master/slave,15000,6,100,19.46,6
Poisson,Voting,15000,6,100,14.29,18
Poisson,Multi-agent,15000,6,100,14.35,12
Poisson,Negotiation,15000,6,100,14.66,47
Poisson,feedback,15000,6,100,14.58,39
Poisson,Master/slave,15000,6,150,19.50,6
Poisson,Voting,15000,6,150,14.29,18
Poisson,Multi-agent,15000,6,150,14.35,12
Poisson,Negotiation,15000,6,150,15.22,51
Poisson,feedback,15000,6,150,15.13,40
Poisson,Master/slave,15000,12,25,38.37,12
Poisson,Voting,15000,12,25,20.29,36
Poisson,Multi-agent,15000,12,25,20.50,24
Poisson,Negotiation,15000,12,25,20.69,39
Poisson,feedback,15000,12,25,20.64,22
Poisson,Master/slave,15000,12,50,35.55,12
Poisson,Voting,15000,12,50,20.37,36
Poisson,Multi-agent,15000,12,50,20.65,24
Poisson,Negotiation,15000,12,50,20.81,51
Poisson,feedback,15000,12,50,20.69,38
Poisson,Master/slave,15000,12,75,35.05,12
Poisson,Voting,15000,12,75,20.65,36
Poisson,Multi-agent,15000,12,75,20.86,24
Poisson,Negotiation,15000,12,75,21.47,54
Poisson,feedback,15000,12,75,21.36,43
Poisson,Master/slave,15000,12,100,35.01,12
Poisson,Voting,15000,12,100,20.34,36
Poisson,Multi-agent,15000,12,100,20.65,24
Poisson,Negotiation,15000,12,100,21.12,56
Poisson,feedback,15000,12,100,20.93,45
Poisson,Master/slave,15000,12,150,35.10,12
Poisson,Voting,15000,12,150,20.46,36
Poisson,Multi-agent,15000,12,150,20.69,24
Poisson,Negotiation,15000,12,150,21.11,68
Poisson,feedback,15000,12,150,20.91,57
Poisson,Master/slave,15000,15,25,45.72,15
Poisson,Voting,15000,15,25,22.31,45
Poisson,Multi-agent,15000,15,25,22.45,30
Poisson,Negotiation,15000,15,25,22.48,54
Poisson,feedback,15000,15,25,22.36,22
Poisson,Master/slave,15000,15,50,40.70,15
Poisson,Voting,15000,15,50,22.60,45
Poisson,Multi-agent,15000,15,50,22.96,30
Poisson,Negotiation,15000,15,50,23.53,52
Poisson,feedback,15000,15,50,23.39,27
Poisson,Master/slave,15000,15,75,41.61,15
Poisson,Voting,15000,15,75,22.46,45
Poisson,Multi-agent,15000,15,75,23.14,30
Poisson,Negotiation,15000,15,75,22.95,62
Poisson,feedback,15000,15,75,22.69,38
Poisson,Master/slave,15000,15,100,42.16,15
Poisson,Voting,15000,15,100,22.56,45
Poisson,Multi-agent,15000,15,100,23.04,30
Poisson,Negotiation,15000,15,100,23.51,69
Poisson,feedback,15000,15,100,23.27,52
Poisson,Master/slave,15000,15,150,42.54,15
Poisson,Voting,15000,15,150,22.45,45
Poisson,Multi-agent,15000,15,150,23.10,30
Poisson,Negotiation,15000,15,150,23.92,68
Poisson,feedback,15000,15,150,23.71,59
Poisson,Master/slave,15000,20,25,40.48,20
Poisson,Voting,15000,20,25,26.40,60
Poisson,Multi-agent,15000,20,25,26.97,40
Poisson,Negotiation,15000,20,25,26.75,64
Poisson,feedback,15000,20,25,26.61,28
Poisson,Master/slave,15000,20,50,56.21,20
Poisson,Voting,15000,20,50,26.46,60
Poisson,Multi-agent,15000,20,50,27.45,40
Poisson,Negotiation,15000,20,50,27.47,68
Poisson,feedback,15000,20,50,27.27,35
Poisson,Master/slave,15000,20,75,57.91,20
Poisson,Voting,15000,20,75,26.85,60
Poisson,Multi-agent,15000,20,75,27.66,40
Poisson,Negotiation,15000,20,75,27.97,81
Poisson,feedback,15000,20,75,27.69,46
Poisson,Master/slave,15000,20,100,52.63,20
Poisson,Voting,15000,20,100,26.46,60
Poisson,Multi-agent,15000,20,100,27.84,40
Poisson,Negotiation,15000,20,100,27.90,82
Poisson,feedback,15000,20,100,27.41,48
Poisson,Master/slave,15000,20,150,55.20,20
Poisson,Voting,15000,20,150,26.96,60
Poisson,Multi-agent,15000,20,150,28.77,40
Poisson,Negotiation,15000,20,150,28.65,88
Poisson,feedback,15000,20,150,28.49,62
Poisson,Master/slave,15000,25,25,39.49,25
Poisson,Voting,15000,25,25,29.01,75
Poisson,Multi-agent,15000,25,25,30.27,50
Poisson,Negotiation,15000,25,25,29.69,70
Poisson,feedback,15000,25,25,29.80,24
Poisson,Master/slave,15000,25,50,86.66,25
Poisson,Voting,15000,25,50,28.99,75
Poisson,Multi-agent,15000,25,50,30.23,50
Poisson,Negotiation,15000,25,50,30.20,73
Poisson,feedback,15000,25,50,30.01,32
Poisson,Master/slave,15000,25,75,54.61,25
Poisson,Voting,15000,25,75,29.43,75
Poisson,Multi-agent,15000,25,75,31.50,50
Poisson,Negotiation,15000,25,75,31.08,86
Poisson,feedback,15000,25,75,31.83,46
Poisson,Master/slave,15000,25,100,76.64,25
Poisson,Voting,15000,25,100,29.05,75
Poisson,Multi-agent,15000,25,100,31.13,50
Poisson,Negotiation,15000,25,100,31.47,89
Poisson,feedback,15000,25,100,31.31,53
Poisson,Master/slave,15000,25,150,71.40,25
Poisson,Voting,15000,25,150,29.23,75
Poisson,Multi-agent,15000,25,150,32.15,50
Poisson,Negotiation,15000,25,150,32.13,102
Poisson,feedback,15000,25,150,32.52,65
Poisson,Master/slave,15000,30,25,48.73,30
Poisson,Voting,15000,30,25,32.37,90
Poisson,Multi-agent,15000,30,25,34.45,60
Poisson,Negotiation,15000,30,25,33.77,79
Poisson,feedback,15000,30,25,33.96,26
Poisson,Master/slave,15000,30,50,93.84,30
Poisson,Voting,15000,30,50,32.59,90
Poisson,Multi-agent,15000,30,50,35.19,60
Poisson,Negotiation,15000,30,50,34.30,88
Poisson,feedback,15000,30,50,34.24,36
Poisson,Master/slave,15000,30,75,83.58,30
Poisson,Voting,15000,30,75,32.41,90
Poisson,Multi-agent,15000,30,75,36.66,60
Poisson,Negotiation,15000,30,75,35.95,84
Poisson,feedback,15000,30,75,35.60,35
Poisson,Master/slave,15000,30,100,70.68,30
Poisson,Voting,15000,30,100,32.76,90
Poisson,Multi-agent,15000,30,100,38.10,60
Poisson,Negotiation,15000,30,100,37.98,97
Poisson,feedback,15000,30,100,37.41,51
Poisson,Master/slave,15000,30,150,70.17,30
Poisson,Voting,15000,30,150,32.97,90
Poisson,Multi-agent,15000,30,150,39.06,60
Poisson,Negotiation,15000,30,150,38.40,118
Poisson,feedback,15000,30,150,38.47,70
Random,Master/slave,1000,6,25,21.32,6
Random,Voting,1000,6,25,21.37,18
Random,Multi-agent,1000,6,25,22.24,12
Random,Negotiation,1000,6,25,24.94,42
Random,feedback,1000,6,25,24.94,32
Random,Master/slave,1000,6,50,21.15,6
Random,Voting,1000,6,50,20.97,18
Random,Multi-agent,1000,6,50,21.58,12
Random,Negotiation,1000,6,50,91.26,17
Random,feedback,1000,6,50,91.26,7
Random,Master/slave,1000,6,75,21.11,6
Random,Voting,1000,6,75,21.27,18
Random,Multi-agent,1000,6,75,21.19,12
Random,Negotiation,1000,6,75,100.00,12
Random,feedback,1000,6,75,100.00,2
Random,Master/slave,1000,6,100,21.22,6
Random,Voting,1000,6,100,21.27,18
Random,Multi-agent,1000,6,100,21.94,12
Random,Negotiation,1000,6,100,100.00,12
Random,feedback,1000,6,100,100.00,2
Random,Master/slave,1000,6,150,20.95,6
Random,Voting,1000,6,150,21.60,18
Random,Multi-agent,1000,6,150,21.25,12
Random,Negotiation,1000,6,150,100.00,12
Random,feedback,1000,6,150,100.00,2
Random,Master/slave,1000,12,25,41.30,12
Random,Voting,1000,12,25,38.20,36
Random,Multi-agent,1000,12,25,40.38,24
Random,Negotiation,1000,12,25,100.00,24
Random,feedback,1000,12,25,100.00,2
Random,Master/slave,1000,12,50,40.56,12
Random,Voting,1000,12,50,40.43,36
Random,Multi-agent,1000,12,50,40.38,24
Random,Negotiation,1000,12,50,100.00,24
Random,feedback,1000,12,50,100.00,2
Random,Master/slave,1000,12,75,40.69,12
Random,Voting,1000,12,75,39.79,36
Random,Multi-agent,1000,12,75,41.57,24
Random,Negotiation,1000,12,75,100.00,24
Random,feedback,1000,12,75,100.00,2
Random,Master/slave,1000,12,100,40.53,12
Random,Voting,1000,12,100,40.31,36
Random,Multi-agent,1000,12,100,41.76,24
Random,Negotiation,1000,12,100,100.00,24
Random,feedback,1000,12,100,100.00,2
Random,Master/slave,1000,12,150,40.66,12
Random,Voting,1000,12,150,41.60,36
Random,Multi-agent,1000,12,150,42.14,24
Random,Negotiation,1000,12,150,100.00,24
Random,feedback,1000,12,150,100.00,2
Random,Master/slave,1000,15,25,49.98,15
Random,Voting,1000,15,25,53.44,45
Random,Multi-agent,1000,15,25,50.68,30
Random,Negotiation,1000,15,25,100.00,30
Random,feedback,1000,15,25,100.00,2
Random,Master/slave,1000,15,50,50.54,15
Random,Voting,1000,15,50,51.34,45
Random,Multi-agent,1000,15,50,51.07,30
Random,Negotiation,1000,15,50,100.00,30
Random,feedback,1000,15,50,100.00,2
Random,Master/slave,1000,15,75,50.58,15
Random,Voting,1000,15,75,49.98,45
Random,Multi-agent,1000,15,75,50.26,30
Random,Negotiation,1000,15,75,100.00,30
Random,feedback,1000,15,75,100.00,2
Random,Master/slave,1000,15,100,50.42,15
Random,Voting,1000,15,100,52.72,45
Random,Multi-agent,1000,15,100,52.21,30
Random,Negotiation,1000,15,100,100.00,30
Random,feedback,1000,15,100,100.00,2
Random,Master/slave,1000,15,150,50.08,15
Random,Voting,1000,15,150,52.18,45
Random,Multi-agent,1000,15,150,52.61,30
Random,Negotiation,1000,15,150,100.00,30
Random,feedback,1000,15,150,100.00,2
Random,Master/slave,1000,20,25,69.41,20
Random,Voting,1000,20,25,70.45,60
Random,Multi-agent,1000,20,25,68.03,40
Random,Negotiation,1000,20,25,100.00,40
Random,feedback,1000,20,25,100.00,2
Random,Master/slave,1000,20,50,67.67,20
Random,Voting,1000,20,50,67.93,60
Random,Multi-agent,1000,20,50,68.89,40
Random,Negotiation,1000,20,50,100.00,40
Random,feedback,1000,20,50,100.00,2
Random,Master/slave,1000,20,75,65.36,20
Random,Voting,1000,20,75,65.86,60
Random,Multi-agent,1000,20,75,68.21,40
Random,Negotiation,1000,20,75,100.00,40
Random,feedback,1000,20,75,100.00,2
Random,Master/slave,1000,20,100,67.02,20
Random,Voting,1000,20,100,64.76,60
Random,Multi-agent,1000,20,100,68.94,40
Random,Negotiation,1000,20,100,100.00,40
Random,feedback,1000,20,100,100.00,2
Random,Master/slave,1000,20,150,67.20,20
Random,Voting,1000,20,150,67.75,60
Random,Multi-agent,1000,20,150,70.65,40
Random,Negotiation,1000,20,150,100.00,40
Random,feedback,1000,20,150,100.00,2
Random,Master/slave,1000,25,25,83.91,25
Random,Voting,1000,25,25,84.13,75
Random,Multi-agent,1000,25,25,84.37,50
Random,Negotiation,1000,25,25,100.00,50
Random,feedback,1000,25,25,100.00,2
Random,Master/slave,1000,25,50,84.43,25
Random,Voting,1000,25,50,85.23,75
Random,Multi-agent,1000,25,50,86.04,50
Random,Negotiation,1000,25,50,100.00,50
Random,feedback,1000,25,50,100.00,2
Random,Master/slave,1000,25,75,82.38,25
Random,Voting,1000,25,75,85.25,75
Random,Multi-agent,1000,25,75,86.22,50
Random,Negotiation,1000,25,75,100.00,50
Random,feedback,1000,25,75,100.00,2
Random,Master/slave,1000,25,100,81.60,25
Random,Voting,1000,25,100,84.49,75
Random,Multi-agent,1000,25,100,84.74,50
Random,Negotiation,1000,25,100,100.00,50
Random,feedback,1000,25,100,100.00,2
Random,Master/slave,1000,25,150,83.96,25
Random,Voting,1000,25,150,84.84,75
Random,Multi-agent,1000,25,150,89.48,50
Random,Negotiation,1000,25,150,100.00,50
Random,feedback,1000,25,150,100.00,2
Random,Master/slave,1000,30,25,96.00,30
Random,Voting,1000,30,25,98.72,90
Random,Multi-agent,1000,30,25,99.71,60
Random,Negotiation,1000,30,25,100.00,60
Random,feedback,1000,30,25,100.00,2
Random,Master/slave,1000,30,50,96.29,30
Random,Voting,1000,30,50,98.22,90
Random,Multi-agent,1000,30,50,102.96,60
Random,Negotiation,1000,30,50,100.00,60
Random,feedback,1000,30,50,100.00,2
Random,Master/slave,1000,30,75,99.65,30
Random,Voting,1000,30,75,103.05,90
Random,Multi-agent,1000,30,75,104.23,60
Random,Negotiation,1000,30,75,100.00,60
Random,feedback,1000,30,75,100.00,2
Random,Master/slave,1000,30,100,100.47,30
Random,Voting,1000,30,100,106.73,90
Random,Multi-agent,1000,30,100,108.35,60
Random,Negotiation,1000,30,100,100.00,60
Random,feedback,1000,30,100,100.00,2
Random,Master/slave,1000,30,150,101.27,30
Random,Voting,1000,30,150,104.03,90
Random,Multi-agent,1000,30,150,108.82,60
Random,Negotiation,1000,30,150,100.00,60
Random,feedback,1000,30,150,100.00,2
Random,Master/slave,2000,6,25,21.28,6
Random,Voting,2000,6,25,20.98,18
Random,Multi-agent,2000,6,25,20.98,12
Random,Negotiation,2000,6,25,23.60,58
Random,feedback,2000,6,25,23.60,48
Random,Master/slave,2000,6,50,21.29,6
Random,Voting,2000,6,50,21.52,18
Random,Multi-agent,2000,6,50,23.64,12
Random,Negotiation,2000,6,50,26.29,57
Random,feedback,2000,6,50,26.29,47
Random,Master/slave,2000,6,75,21.11,6
Random,Voting,2000,6,75,21.65,18
Random,Multi-agent,2000,6,75,22.21,12
Random,Negotiation,2000,6,75,28.45,71
Random,feedback,2000,6,75,28.45,61
Random,Master/slave,2000,6,100,20.91,6
Random,Voting,2000,6,100,21.33,18
Random,Multi-agent,2000,6,100,21.45,12
Random,Negotiation,2000,6,100,72.40,49
Random,feedback,2000,6,100,72.40,39
Random,Master/slave,2000,6,150,21.17,6
Random,Voting,2000,6,150,21.17,18
Random,Multi-agent,2000,6,150,21.14,12
Random,Negotiation,2000,6,150,100.00,12
Random,feedback,2000,6,150,100.00,2
Random,Master/slave,2000,12,25,40.84,12
Random,Voting,2000,12,25,41.75,36
Random,Multi-agent,2000,12,25,44.60,24
Random,Negotiation,2000,12,25,55.61,56
Random,feedback,2000,12,25,55.61,34
Random,Master/slave,2000,12,50,40.66,12
Random,Voting,2000,12,50,42.82,36
Random,Multi-agent,2000,12,50,42.28,24
Random,Negotiation,2000,12,50,57.39,71
Random,feedback,2000,12,50,57.39,49
Random,Master/slave,2000,12,75,40.58,12
Random,Voting,2000,12,75,38.84,36
Random,Multi-agent,2000,12,75,41.11,24
Random,Negotiation,2000,12,75,100.00,24
Random,feedback,2000,12,75,100.00,2
Random,Master/slave,2000,12,100,40.21,12
Random,Voting,2000,12,100,42.30,36
Random,Multi-agent,2000,12,100,41.74,24
Random,Negotiation,2000,12,100,100.00,24
Random,feedback,2000,12,100,100.00,2
Random,Master/slave,2000,12,150,40.36,12
Random,Voting,2000,12,150,41.22,36
Random,Multi-agent,2000,12,150,41.26,24
Random,Negotiation,2000,12,150,100.00,24
Random,feedback,2000,12,150,100.00,2
Random,Master/slave,2000,15,25,49.34,15
Random,Voting,2000,15,25,48.83,45
Random,Multi-agent,2000,15,25,66.56,30
Random,Negotiation,2000,15,25,71.77,45
Random,feedback,2000,15,25,71.77,17
Random,Master/slave,2000,15,50,50.71,15
Random,Voting,2000,15,50,47.09,45
Random,Multi-agent,2000,15,50,50.23,30
Random,Negotiation,2000,15,50,100.00,30
Random,feedback,2000,15,50,100.00,2
Random,Master/slave,2000,15,75,49.67,15
Random,Voting,2000,15,75,48.59,45
Random,Multi-agent,2000,15,75,49.54,30
Random,Negotiation,2000,15,75,100.00,30
Random,feedback,2000,15,75,100.00,2
Random,Master/slave,2000,15,100,50.51,15
Random,Voting,2000,15,100,53.70,45
Random,Multi-agent,2000,15,100,52.51,30
Random,Negotiation,2000,15,100,100.00,30
Random,feedback,2000,15,100,100.00,2
Random,Master/slave,2000,15,150,50.05,15
Random,Voting,2000,15,150,49.95,45
Random,Multi-agent,2000,15,150,50.93,30
Random,Negotiation,2000,15,150,100.00,30
Random,feedback,2000,15,150,100.00,2
Random,Master/slave,2000,20,25,68.58,20
Random,Voting,2000,20,25,68.94,60
Random,Multi-agent,2000,20,25,69.56,40
Random,Negotiation,2000,20,25,90.68,63
Random,feedback,2000,20,25,90.68,25
Random,Master/slave,2000,20,50,67.51,20
Random,Voting,2000,20,50,67.86,60
Random,Multi-agent,2000,20,50,69.37,40
Random,Negotiation,2000,20,50,100.00,40
Random,feedback,2000,20,50,100.00,2
Random,Master/slave,2000,20,75,66.39,20
Random,Voting,2000,20,75,67.00,60
Random,Multi-agent,2000,20,75,67.07,40
Random,Negotiation,2000,20,75,100.00,40
Random,feedback,2000,20,75,100.00,2
Random,Master/slave,2000,20,100,67.05,20
Random,Voting,2000,20,100,65.81,60
Random,Multi-agent,2000,20,100,67.98,40
Random,Negotiation,2000,20,100,100.00,40
Random,feedback,2000,20,100,100.00,2
Random,Master/slave,2000,20,150,67.14,20
Random,Voting,2000,20,150,64.81,60
Random,Multi-agent,2000,20,150,68.96,40
Random,Negotiation,2000,20,150,100.00,40
Random,feedback,2000,20,150,100.00,2
Random,Master/slave,2000,25,25,84.02,25
Random,Voting,2000,25,25,85.86,75
Random,Multi-agent,2000,25,25,85.71,50
Random,Negotiation,2000,25,25,102.66,52
Random,feedback,2000,25,25,102.66,4
Random,Master/slave,2000,25,50,84.50,25
Random,Voting,2000,25,50,81.02,75
Random,Multi-agent,2000,25,50,83.70,50
Random,Negotiation,2000,25,50,100.00,50
Random,feedback,2000,25,50,100.00,2
Random,Master/slave,2000,25,75,83.64,25
Random,Voting,2000,25,75,84.94,75
Random,Multi-agent,2000,25,75,84.52,50
Random,Negotiation,2000,25,75,100.00,50
Random,feedback,2000,25,75,100.00,2
Random,Master/slave,2000,25,100,83.65,25
Random,Voting,2000,25,100,82.65,75
Random,Multi-agent,2000,25,100,86.95,50
Random,Negotiation,2000,25,100,100.00,50
Random,feedback,2000,25,100,100.00,2
Random,Master/slave,2000,25,150,83.46,25
Random,Voting,2000,25,150,85.31,75
Random,Multi-agent,2000,25,150,87.47,50
Random,Negotiation,2000,25,150,100.00,50
Random,feedback,2000,25,150,100.00,2
Random,Master/slave,2000,30,25,95.76,30
Random,Voting,2000,30,25,101.67,90
Random,Multi-agent,2000,30,25,100.66,60
Random,Negotiation,2000,30,25,100.00,60
Random,feedback,2000,30,25,100.00,2
Random,Master/slave,2000,30,50,98.75,30
Random,Voting,2000,30,50,102.08,90
Random,Multi-agent,2000,30,50,104.37,60
Random,Negotiation,2000,30,50,100.00,60
Random,feedback,2000,30,50,100.00,2
Random,Master/slave,2000,30,75,100.55,30
Random,Voting,2000,30,75,100.65,90
Random,Multi-agent,2000,30,75,102.22,60
Random,Negotiation,2000,30,75,100.00,60
Random,feedback,2000,30,75,100.00,2
Random,Master/slave,2000,30,100,99.68,30
Random,Voting,2000,30,100,100.62,90
Random,Multi-agent,2000,30,100,101.98,60
Random,Negotiation,2000,30,100,100.00,60
Random,feedback,2000,30,100,100.00,2
Random,Master/slave,2000,30,150,99.82,30
Random,Voting,2000,30,150,103.42,90
Random,Multi-agent,2000,30,150,104.11,60
Random,Negotiation,2000,30,150,100.00,60
Random,feedback,2000,30,150,100.00,2
Random,Master/slave,5000,6,25,21.45,6
Random,Voting,5000,6,25,22.43,18
Random,Multi-agent,5000,6,25,22.43,12
Random,Negotiation,5000,6,25,20.04,40
Random,feedback,5000,6,25,20.04,30
Random,Master/slave,5000,6,50,21.15,6
Random,Voting,5000,6,50,21.06,18
Random,Multi-agent,5000,6,50,21.06,12
Random,Negotiation,5000,6,50,18.15,100
Random,feedback,5000,6,50,18.15,90
Random,Master/slave,5000,6,75,21.08,6
Random,Voting,5000,6,75,20.74,18
Random,Multi-agent,5000,6,75,20.65,12
Random,Negotiation,5000,6,75,18.59,136
Random,feedback,5000,6,75,18.59,126
Random,Master/slave,5000,6,100,21.09,6
Random,Voting,5000,6,100,20.61,18
